7995,Michel Bufet,French,French,male,0,0,,
7996,Antonio Citterio,"Italian, born 1950",Italian,male,1950,0,Q601610,500056901
7997,Glen Oliver Löw,"German, born 1959",German,male,1959,0,,
7998,Lyn Godley,"American, born 1956",American,female,1956,0,,
7999,Marc Newson,"Australian, born 1963",Australian,male,1963,0,Q1355565,500128498
8000,Johannes Potente,"German, 1908–1987",German,male,1908,1987,,
8001,Jhoon Rhee,"American, born 1932",American,,1932,0,,
8002,Paul Schudel,"Dutch, born 1951",Dutch,male,1951,0,,
8003,Hans Maier-Aichen,"German, born 1940",German,male,1940,0,,
8005,Sebastian Bergne,"British, born 1966",British,male,1966,0,,
8007,Santina Bonini,"Italian, born 1961",Italian,female,1961,0,,
8008,Claudio Cesar,"American, born 1955",American,male,1955,0,,
8010,Bob Evans,"American, born 1950",American,male,1950,0,,
8012,Gordon Randall Perry,"American, born 1943",American,male,1943,0,,
8013,Figla Research Center,Japanese,Japanese,,0,0,,
8014,Joseph Forakis,"American, born 1962",American,male,1962,0,,
8015,Eric Goetz,"American, born 1949",American,male,1949,0,,
8016,Howatt Archery,Nationality unknown,Nationality unknown,,0,0,,
8017,Lawrence Lam,"American, born 1960",American,male,1960,0,,
8018,Lloyd Schwan,"American, 1955–2001",American,male,1955,2001,,
8019,Ernesto Spicciolato,"Italian, born 1957",Italian,male,1957,0,,
8020,Takeshi Ishiguro,"Japanese, born 1969",Japanese,male,1969,0,,
8021,Per Jari,"Swedish, born 1951",Swedish,,1951,0,,
8022,Jan Ohrn,"Swedish, born 1943",Swedish,,1943,0,,
8023,Doug Olson,"American, born 1961",American,male,1961,0,,
8024,Lawrence Livermore National Laboratory,"USA, est. 1952",American,,1952,0,,
8026,Christopher Connell,"Australian, born 1954",Australian,male,1954,0,,
8028,Noriaki Okabe,"Japanese, born 1931",Japanese,male,1931,0,,
8029,Sanford Redmond,"American, born 1924",American,male,1924,0,,
8030,Scott Riegleman,"American, born 1957",American,male,1957,0,,
8031,Marc Sadler,"French, born 1946",French,male,1946,0,,
8032,Belkis Ayón,"Cuban, 1967–1999",Cuban,female,1967,1999,,
8033,Fiona Banner,"British, born 1966",British,female,1966,0,Q5451020,500121716
8034,Karen Kilimnik,"American, born 1955",American,female,1955,0,,
8035,Emros Team,Japanese,Japanese,male,0,0,,
8036,Wayman R. Spence,"American, born 1934",American,male,1934,0,,
8037,Giorgio Gurioli,"Italian, born 1957",Italian,male,1957,0,,
8038,Francesco Scansetti,"Italian, born 1955",Italian,male,1955,0,,
8039,Bradford Bissell,"American, born 1957",American,male,1957,0,,
8040,Charles S. Anderson,"American, born 1958",American,male,1958,0,,
8041,Tracey Moffatt,"Australian, born 1960",Australian,female,1960,0,Q1284772,500116156
8042,Elizabeth Peyton,"American, born 1965",American,female,1965,0,Q442486,500116160
8043,Ugo Rondinone,"Swiss, born 1964",Swiss,male,1964,0,Q599273,500123760
8044,Wolfgang Tillmans,"German, born 1968",German,male,1968,0,Q704012,500116170
8045,Hans-Peter Feldmann,"German, 1941–2023",German,male,1941,2023,,
8046,Luba Lukova,"American, born Bulgaria 1960",American,female,1960,0,,
8048,Ralph Schraivogel,"Dutch, born Switzerland 1960",Dutch,male,1960,0,Q2129764,
8050,Marlene Streeruwitz,"Austrian, born 1950",Austrian,female,1950,0,,
8051,Wiel Arets,"Dutch, born 1955",Dutch,male,1955,0,,
8052,Dominique Perrault,"French, born 1953",French,male,1953,0,,
8053,"Dominique Perrault Architecture, Paris",founded 1981,French,,1981,0,,
8055,Taniguchi & Associates,Japanese,Japanese,,0,0,,
8056,Yoshio Taniguchi,"Japanese, 1931–2024",Japanese,male,1931,2024,,
8057,Bernard Tschumi Architects,Swiss,Swiss,,0,0,,
8059,Lilly Reich,"German, 1885–1947",German,female,1885,1947,Q64648,500248275
8061,Osvaldo Borsani,"Italian, 1911–1985",Italian,male,1911,1985,,
8062,Hans Coray,"Swiss, 1906–1991",Swiss,male,1906,1991,,
8063,Ghislain Uhry,"French, born 1932",French,,1932,0,,
8064,Antoine-Francois-Jean Claudet,"French, 1797–1867",French,male,1797,1867,,
8066,Arnold Crane,"American, born 1932",American,male,1932,0,,
8067,Robert Adamson,"British, 1821–1848",British,male,1821,1848,Q509636,500010587
8068,Jorge Ribalta,"Spanish, born 1963",Spanish,male,1963,0,,
8069,Abraham Shterenberg,"Russian, 1894–1978",Russian,male,1894,1978,,
8070,Charles Thurston Thompson,"British, 1816–1868",British,male,1816,1868,Q18527008,500023281
8071,Oliver Wasow,"American, born 1960",American,male,1960,0,,
8072,"Prefecture of Police, Paris",,,,0,0,,
8073,Cai Guo-Qiang,"Chinese, born 1957",Chinese,male,1957,0,Q930462,500115650
8074,Jitka Hanzlová,"Czech, born 1958",Czech,female,1958,0,Q18684136,
8077,Fritz Schleifer,"German, 1903–1977",German,male,1903,1977,,
8078,Gerhard Rühm,"Austrian, born 1930",Austrian,male,1930,0,Q45392,500065892
8079,Merry Alpern,"American, born 1955",American,female,1955,0,,
8080,Thomas Geismar,"American, born 1931",American,male,1931,0,,
8081,Bruce Blackburn,"American, 1938–2021",American,male,1938,2021,,
8082,Thomas Mohr,"American, born 1948",American,male,1948,0,,
8083,Gordon Parks,"American, 1912–2006",American,male,1912,2006,Q365682,500019962
8084,John Szarkowski,"American, 1925–2007",American,male,1925,2007,Q1381389,500125639
8085,Sari Dienes,"American, born Hungary. 1898–1992",American,female,1898,1992,Q16012873,500084847
8086,Gosbert Adler,"German, born 1956",German,male,1956,0,,
8087,Peter Doig,"British, born 1959",British,male,1959,0,Q1281272,500094247
8088,Bing Wright,"American, born 1958",American,male,1958,0,,
8089,Christopher Bucklow,"British, born 1957",British,male,1957,0,Q5112003,500332947
8090,Miyako Ishiuchi,"Japanese, born 1947",Japanese,female,1947,0,Q272833,500122671
8091,Julia Fish,"American, born 1950",American,female,1950,0,,
8092,Suzan Frecon,"American, born 1941",American,female,1941,0,,
8093,Marcia Hafif,"American, 1929–2018",American,female,1929,2018,,
8094,Marco Breuer,"German, born 1966",German,male,1966,0,Q6757487,500345504
8095,Hilla Becher,"German, 1934–2015",German,female,1934,2015,,
8096,Jeanne Dunning,"American, born 1960",American,female,1960,0,,
8097,Eve Andrée Laramée,"American, born 1956",American,female,1956,0,,
8098,Osamu Shiihara,"Japanese, 1905–1974",Japanese,male,1905,1974,,
8100,Hans Poelzig,"German, 1869–1936",German,male,1869,1936,Q76734,500013060
8101,Paolo Soleri,"American, born Italy. 1919–2013",American,male,1919,2013,Q447351,500014829
8102,Paul Nelson,"American, 1895–1979",American,male,1895,1979,Q3371897,500025726
8103,Oscar Niemeyer,"Brazilian, 1907–2012",Brazilian,male,1907,2012,Q134165,500007310
8104,Charles Zimmerman,born 1942,,male,1942,0,,
8106,Kōhei Sugiura (杉浦 康平),"Japanese, born 1932",Japanese,male,1932,0,,
8108,Andrea Branzi,"Italian, born 1938",Italian,male,1938,0,Q2846309,
8109,Yona Friedman,"French, 1923–2020",French,male,1923,2020,Q542741,500064899
8110,Wallace K. Harrison,"American, 1895–1981",American,male,1895,1981,Q3565469,500026345
8112,Cornelis van Eesteren,"Dutch, 1897–1988",Dutch,male,1897,1988,Q940647,500007373
8113,Ron Herron,"British, 1930–1994",British,male,1930,1994,Q1769830,500022910
8114,Rodolfo Machado,"American, born Argentina 1942",American,male,1942,0,,
8115,Max Peintner,"Austrian, born 1937",Austrian,male,1937,0,Q1913205,
8119,Mark Bennett,"American, born 1956",American,male,1956,0,,
8120,Michael Ray Charles,"American, born 1967",American,male,1967,0,,
8121,Julia Jacquette,"American, born 1964",American,female,1964,0,Q16195602,500329954
8122,Fabian Marcaccio,"Argentine, born 1963",Argentine,male,1963,0,,
8123,Mariko Mori,"Japanese, born 1967",Japanese,female,1967,0,Q438703,500115978
8124,George Hoyningen-Huene,"American, born Russia. 1900–1968",American,male,1900,1968,Q1507622,500012568
8125,Massimo Scolari,"Italian, born 1943",Italian,male,1943,0,Q366370,500032371
8126,Julian Opie,"British, born 1958",British,male,1958,0,Q451564,500053934
8130,Jorge Silvetti,"American, born Argentina 1942",American,male,1942,0,,
8131,Gianni Braghieri,"Italian, born 1945",Italian,male,1945,0,,
8132,Jorge Pardo,"American, born 1963",American,male,1963,0,Q1443521,500114912
8133,Cornelia Parker,"British, born 1956",British,female,1956,0,Q441501,500092643
8134,Robert Cole,,,male,0,0,,
8135,Shoji Sadao,"American, born 1927",American,male,1927,0,,
8136,Charles Spurrier,"Swiss, born 1930",Swiss,male,1930,0,,
8137,Allyson Strafella,"American, born 1969",American,female,1969,0,,
8138,Charles Norman Sladen,"American, 1858–1949",American,male,1858,1949,,
8139,Rineke Dijkstra,"Dutch, born 1959",Dutch,female,1959,0,Q269828,500116127
8140,Mario Gabinio,"Italian, 1871–1938",Italian,male,1871,1938,Q3848603,
8141,Peter Goin,"American, born 1951",American,male,1951,0,,
8142,Wilhelm Ebentreich,"German, born 1952",German,male,1952,0,,
8143,Detlef Fiedler,"German, born 1955",German,male,1955,0,,
8144,Daniela Haufe,"German, born 1966",German,female,1966,0,,
8145,Siegfried Jablonsky,"German, born 1950",German,male,1950,0,,
8146,Sophie Alex,"German, born 1967",German,female,1967,0,,
8148,Guglielmo Berchicci,"Italian, born 1957",Italian,male,1957,0,,
8149,Konstantin Grcic,"German, born 1965",German,male,1965,0,Q96612,500128478
8150,James Thrall Soby,"American, 1906–1979",American,male,1906,1979,,
8151,Kunié Sugiura,"American, born Japan 1942",American,female,1942,0,,
8152,Vera Lutter,"German, born 1960",German,female,1960,0,Q4269864,500335726
8153,Stan Douglas,"Canadian, born 1960",Canadian,male,1960,0,Q129554,500116129
8154,Andreas Slominski,"German, born 1959",German,male,1959,0,Q500706,500115956
8155,Wijnanda Deroo,"Dutch, born 1955",Dutch,female,1955,0,,
8156,Beat Streuli,"Swiss, born 1957",Swiss,male,1957,0,Q376770,500347126
8157,Giovanni Guerrini,"Italian, 1887–1972",Italian,male,1887,1972,,
8158,Mario Romano,Italian,Italian,male,0,0,,
8160,Stefano Giovannoni,"Italian, born 1954",Italian,male,1954,0,,
8161,Michael Asher,"American, 1943–2012",American,male,1943,2012,Q325112,500022950
8167,Charles Carrico,"American, born 1942",American,male,1942,0,,
8168,Boris Mikhailov,"Ukrainian, born 1938",Ukrainian,male,1938,0,Q893729,500332960
8169,Langlands & Bell,"British, active 1978–present",British,,1978,0,,
8170,Gordon Bunshaft,"American, 1909–1990",American,male,1909,1990,Q333581,500031232
8173,Götz Keller,"German, born 1958",German,,1958,0,,
8174,Marty Kohn,"Canadian, born 1953",Canadian,male,1953,0,,
8175,Jeroen Thomas,"Dutch, born 1952",Dutch,male,1952,0,,
8176,Garciella Torre,"Spanish, born 1959",Spanish,female,1959,0,,
8177,Willem Jan Neutelings,"Dutch, born 1959",Dutch,male,1959,0,,
8178,Brigitte Kochta,"German, born 1958",German,female,1958,0,,
8179,Luc Reuse,"Belgian, born 1955",Belgian,male,1955,0,,
8180,M. Bosshard,Italian,Italian,male,0,0,,
8181,Jacques-Philippe Potteau,"French, 1807–1876",French,,1807,1876,,
8182,Josef Kohn,"Austrian, 1817–1884",Austrian,male,1817,1884,,
8183,Eleanor Antin,"American, born 1935",American,female,1935,0,Q1325708,500061710
8184,Phel Steinmetz,"American, 1944–2013",American,male,1944,2013,,
8186,Micha Bar-Am,"Israeli, born 1930",Israeli,male,1930,0,Q939289,500115294
8187,Laurenz Berges,"German, born 1966",German,male,1966,0,,
8188,E. V. Day,"American, born 1967",American,female,1967,0,,
8189,Guy Bourdin,"French, 1933–1991",French,male,1933,1991,,
8190,Catherine Opie,"American, born 1961",American,female,1961,0,,
8191,Inka Essenhigh,"American, born 1969",American,female,1969,0,Q1663640,500125880
8192,Eberhard Havekost,"German, 1967–2019",German,male,1967,2019,,
8193,James Welling,"American, born 1951",American,male,1951,0,Q6145303,500005043
8194,Michael Wesely,"German, born 1963",German,male,1963,0,Q1929795,500273576
8195,Claude Cahun (Lucy Schwob),"French, 1894–1954",French,female,1894,1954,Q219634,500125875
8196,Lygia Pape,"Brazilian, 1927–2004",Brazilian,female,1927,2004,Q3773732,500075104
8197,Shahzia Sikander,"Pakistani, born 1969",Pakistani,female,1969,0,Q7462372,500114748
8198,Do Ho Suh,"Korean, born 1962",Korean,male,1962,0,Q3033213,500116321
8199,Lynne Yamamoto,"American, born 1961",American,female,1961,0,,
8200,David Byrne,"American, born 1952",American,male,1952,0,Q336640,500333457
8201,Bruce Pearson,American,American,male,0,0,,
8202,Nari Ward,"Jamaican American, born 1963",Jamaican,male,1963,0,Q6965909,500196434
8203,Kevin Appel,"American, born 1967",American,male,1967,0,Q6395737,500120902
8204,Willi Baum,Swiss,Swiss,male,0,0,,
8205,John M. Dillon,American,American,male,0,0,,
8206,Gabriele Nothhelfer,"German, born 1945",German,female,1945,0,,
8207,Helmut Nothhelfer,"German, born 1945",German,male,1945,0,,
8208,Samuel A. King,"British, 1828–1914",British,male,1828,1914,,
8209,Beryl Marton,American,American,female,0,0,,
8210,John Ross,American,American,male,0,0,,
8211,Giovanni Anselmo,"Italian, 1934–2023",Italian,male,1934,2023,Q637274,500053922
8212,Pino Pascali,"Italian, 1935–1968",Italian,male,1935,1968,Q1093530,500007268
8213,Venturi and Rauch,"American, est. 1964–1979",American,,1964,1979,,
8214,John Rauch,"American, born 1930",American,male,1930,0,,
8215,"Venturi, Rauch and Scott Brown","American, established 1980",American,,1980,0,,
8216,Denise Scott Brown,"American, born Zambia, 1931",American,female,1931,0,Q457718,
8218,Thom Mayne,"American, born 1944",American,male,1944,0,,
8219,Erich Mendelsohn,"American, born Germany (now Poland). 1887–1953",American,male,1887,1953,Q76730,500025054
8220,Alessandro Magris,"Italian, born 1941",Italian,male,1941,0,,
