1,Robert Arneson,"American, 1930–1992",American,male,1930,1992,,
2,Doroteo Arnaiz,"Spanish, born 1936",Spanish,male,1936,0,,
3,Bill Arnold,"American, born 1941",American,male,1941,0,,
4,Charles Arnoldi,"American, born 1946",American,male,1946,0,Q1063584,500027998
5,Per Arnoldi,"Danish, born 1941",Danish,male,1941,0,,
6,Danilo Aroldi,"Italian, born 1925",Italian,male,1925,0,,
7,Bill Aron,"American, born 1941",American,male,1941,0,,
9,David Aronson,"American, born Lithuania 1923",American,male,1923,0,Q5230870,500003363
10,Irene Aronson,"American, born Germany 1918",American,female,1918,0,Q19748568,500042413
11,Jean (Hans) Arp,"French, born Germany (Alsace). 1886–1966",French,male,1886,1966,Q153739,500031000
12,Jüri Arrak,"Estonian, born 1936",Estonian,male,1936,0,,
13,José Arellano Fischer,"Mexican, 1911–1995",Mexican,male,1911,1995,,
15,Folke Arstrom,"Swedish, 1907–1997",Swedish,male,1907,1997,,
16,Cristobal Arteche,"Spanish, 1900–1964",Spanish,male,1900,1964,,
18,Artko,,,,0,0,,
19,Richard Artschwager,"American, 1923–2013",American,male,1923,2013,Q568262,500114981
21,Ruth Asawa,"American, 1926–2013",American,female,1926,2013,Q7382874,500077806
22,Isidora Aschheim,Israeli,Israeli,female,0,0,,
23,Charles Robert Ashbee,"British, 1863–1942",British,male,1863,1942,Q614071,500030367
24,Donald Ashcraft,"American, born 1927",American,male,1927,0,,
25,E. M. Ashe,"American, 1867–1941",American,male,1867,1941,,
26,Göran Åslin,"Swedish, born 1940",Swedish,,1940,0,,
27,Erik Gunnar Asplund,"Swedish, 1885–1940",Swedish,male,1885,1940,Q312070,500011232
28,Geneviève Asse,"French, born 1923",French,female,1923,0,Q1978192,500025324
30,Sergio Asti,"Italian, 1926–2021",Italian,male,1926,2021,,
31,Dana Atchley,"American, 1941–2000",American,female,1941,2000,,
32,Atelier Eggers,French,French,,0,0,,
33,A.A.P.,American,American,,0,0,,
34,Alvar Aalto,"Finnish, 1898–1976",Finnish,male,1898,1976,Q82840,500002617
35,Aino Aalto,"Finnish, 1894–1949",Finnish,female,1894,1949,Q273511,500024110
36,Eero Aarnio,"Finnish, born 1932",Finnish,male,1932,0,Q707025,500270610
37,Jules Aarons,"American, 1921–2008",American,male,1921,2008,,
38,Magdalena Abakanowicz,"Polish, 1930–2017",Polish,female,1930,2017,Q158080,500084577
39,James Abbe,"American, 1883–1973",American,male,1883,1973,Q321301,500026671
40,Jussuf Abbo,"Palestinian, 1888–1953",Palestinian,male,1888,1953,,
41,Berenice Abbott,"American, 1898–1991",American,female,1898,1991,Q231861,500020631
42,Nobuya Abe,"Japanese, 1913–1971",Japanese,male,1913,1971,,
43,Abe Shiro (pen Name: Suichiku),"Japanese, born 1900",Japanese,male,1900,0,,
44,Robert Abel,"American, born 1937",American,male,1937,0,Q7341326,
46,Sigmund Abeles,"American, born 1934",American,male,1934,0,,
47,Raimund Abraham,"American, born Austria. 1933–2010",American,male,1933,2010,Q78819,500031964
49,Ivor Abrahams,"British, born 1935",British,male,1935,0,Q11714362,500012378
50,Gerald Abramovitz,"British, born South Africa. 1928–2011",British,male,1928,2011,,
51,William Ross Abrams,"American, 1920–2007",American,male,1920,2007,,
52,Rodolfo Abularach,"Guatemalan, 1933–2020",Guatemalan,male,1933,2020,Q7357131,500118427
53,Vito Acconci,"American, 1940–2017",American,male,1940,2017,Q433471,500014538
54,Milton Ackoff,"American, born 1915",American,male,1915,0,,
55,Norman Ackroyd,British,British,male,0,0,Q7051892,500029028
56,Luis Alberto Acuña,"Colombian, 1904–1994",Colombian,male,1904,1994,,
57,Henri Georges Adam,"French, 1904–1967",French,male,1904,1967,Q662900,500020748
58,Antoine Samuel Adam-Salomon,"French, 1818–1881",French,male,1818,1881,,
59,Valerio Adami,"Italian, born 1935",Italian,male,1935,0,Q562139,500013534
60,Ansel Adams,"American, 1902–1984",American,male,1902,1984,Q60809,500026108
61,Alice Adams,"American, born 1930",American,female,1930,0,Q4725709,500033075
62,Clinton Adams,"American, 1918–2002",American,male,1918,2002,Q5134058,500042367
63,Dacres Adams,"British, 1864–1951",British,male,1864,1951,,
64,Dennis Adams,"American, born 1948",American,male,1948,0,,
65,Kenneth M. Adams,"American, 1897–1966",American,male,1897,1966,,
66,Robert Adams,"American, born 1937",American,male,1937,0,Q1392710,500037036
67,Shelby Lee Adams,"American, born 1950",American,male,1950,0,,
68,Charles Addams,"American, 1912–1988",American,male,1912,1988,Q361106,500074368
69,Allan Adler,"American, 1916–2002",American,male,1916,2002,,
70,Jankel Adler,"Polish, 1895–1949",Polish,male,1895,1949,Q213726,500027359
71,Virginia Admiral,"American, 1915–2000",American,female,1915,2000,Q7815833,500044912
72,Pic Adrian,"Romanian, born 1910",Romanian,male,1910,0,,
74,Roy Adzak,"British, 1927–1987",British,male,1927,1987,Q3445734,500032997
76,Nicholas Africano,"American, born 1948",American,male,1948,0,,
77,Afro (Afro Basaldella),"Italian, 1912–1976",Italian,male,1912,1976,Q388090,500014109
78,Aftograf,Russian,Russian,,0,0,,
79,Agam (Yaacov Agam),"Israeli, born 1928",Israeli,male,1928,0,Q276030,500019224
80,Mehemed Fehmy Agha,"American, born Russia. 1896–1978",American,male,1896,1978,Q3853982,500032736
81,Kathleen Agnoli,"American, born 1945",American,female,1945,0,,
82,Peter Agostini,"American, 1913–1993",American,male,1913,1993,,
83,Olympe Aguado de las Marismas,"French, 1827–1894",French,male,1827,1894,Q2734214,500345720
84,Dongkuk S. Ahn,"American, 1937–2013",American,male,1937,2013,,
85,Aarne Aho,"Finnish, 1904–1978",Finnish,male,1904,1978,,
86,Otl Aicher (also known as Otto Aicher),"German, 1922–1991",German,male,1922,1991,Q61191,500058307
87,Lucien Aigner,"American, born Hungary. 1901–1999",American,male,1901,1999,Q3265338,500043259
88,Gregory Ain,"American, 1908–1988",American,male,1908,1988,Q5606793,500008108
89,Edgar Ainsworth,"British, 1906–1975",British,male,1906,1975,,
91,Roberto Aizenberg,"Argentine, 1928–1996",Argentine,male,1928,1996,,
92,Kinji Akagawa,"American, born Japan 1940",American,male,1940,0,,
93,Ryoji Akiyama,"Japanese, born 1942",Japanese,male,1942,0,Q7385596,
94,Munira Al-Kazi,"Kuwaiti, born 1939",Kuwaiti,female,1939,0,,
95,Alastair (Hans H. Voight),"German, 1887–1969",German,male,1887,1969,,
96,Anni Albers,"American, born Germany. 1899–1994",American,female,1899,1994,Q86078,500012591
97,Josef Albers,"American, born Germany. 1888–1976",American,male,1888,1976,Q170071,500033049
98,Beatrice Albert,American,American,female,0,0,,
99,Joan Albert,"American, 1943–2012",American,female,1943,2012,,
100,Ivan LeLorraine Albright,"American, 1897–1983",American,male,1897,1983,Q1392676,500016413
101,Album-miscellaneous,Various,,,0,0,,
103,Albert Alcalay,"American, 1917–2008",American,male,1917,2008,,
104,L. (Alfred Lewin Copley) Alcopley,"American, born Germany. 1910–1992",American,male,1910,1992,Q3611295,500019879
105,A. Alcorn,American,American,,0,0,,
106,Alan Aldridge,"British, born 1943",British,male,1943,0,,
107,Pierre Alechinsky,"Belgian, born 1927",Belgian,male,1927,0,Q328248,500027985
108,Peter Alexander,"American, 1939–2020",American,male,1939,2020,,
111,Carlo Alfano,Italian,Italian,male,0,0,,
112,José R. Alicea,"American, born Puerto Rico 1928",American,male,1928,0,,
113,Leopoldo and Guiseppe Alinari,Italian,Italian,,0,0,,
114,James Alinder,"American, born 1941",American,male,1941,0,,
115,Yves Alix,"French, 1890–1969",French,male,1890,1969,,
116,Wobbe Alkema,"Dutch, 1900–1984",Dutch,male,1900,1984,,
117,William Allan,"American, born 1936",American,male,1936,0,,
118,Alexander Alland,"American, born Russia. 1902–1989",American,male,1902,1989,,
119,Harry Allen,"American, born 1964",American,male,1964,0,,
120,Terry Allen,"American, born 1943",American,male,1943,0,Q1279401,500103769
121,Adrian Allinson,"British, 1890–1959",British,male,1890,1959,,
123,Carlos Alonso,"Argentine, born 1929",Argentine,male,1929,0,,
124,Glen Alps,"American, 1914–1996",American,male,1914,1996,,
126,Henry Altchek,"American, born 1943",American,male,1943,0,,
127,Gerhard Altenbourg,"German, 1926–1989",German,male,1926,1989,Q111018,500029807
128,Hobie Alter,"American, born 1933",American,male,1933,0,,
129,Harold Altman,"American, 1924–2003",American,male,1924,2003,,500028706
131,Gioacchino Altobelli,"Italian, 1814–c. 1879",Italian,male,1814,1879,,
132,John Altoon,"American, 1925–1969",American,male,1925,1969,Q4062989,500019079
135,Manuel Álvarez Bravo,"Mexican, 1902–2002",Mexican,male,1902,2002,Q712262,500028115
136,Dag Alveng,"Norwegian, born 1953",Norwegian,male,1953,0,,
137,Getulio Alviani,"Italian, born 1939",Italian,male,1939,0,Q325200,500006302
138,Edmond-François Aman Jean,"French, 1858–1936",French,male,1858,1936,Q576570,500012380
139,Kunihiro Amano,"Japanese, born 1929",Japanese,male,1929,0,,
140,Jim Amaral,"American, born 1933",American,male,1933,0,,
141,Emilio Ambasz,"Argentine, born 1943",Argentine,male,1943,0,Q655905,500016432
142,M. Ameen,Nationality unknown,Nationality unknown,,0,0,,
143,Irving Amen,"American, 1918–2011",American,male,1918,2011,,
144,Woody van Amen,"Dutch, born 1936",Dutch,male,1936,0,,
145,Gregory Amenoff,"American, born 1948",American,male,1948,0,,
148,Florencia de Amesti,"Chilean, 1925–2006",Chilean,female,1925,2006,,
149,Cuno Amiet,"Swiss, 1868–1961",Swiss,male,1868,1961,Q566797,500005153
150,Francisco Amighetti Ruiz,"Costa Rican, 1907–1998",Costa Rican,male,1907,1998,,
152,Ralph Ammirati,American,American,male,0,0,,
153,Emma Amos,"American, 1937–2020",American,female,1937,2020,Q5372719,500124746
154,Mauricio Amster Cats,"Chilean, born Lvov, 1907–1980",Chilean,male,1907,1980,,
155,William Anastasi,"American, 1933–2023",American,male,1933,2023,Q15459073,500056778
157,Stephen Ancona,"American, born 1932",American,male,1932,0,,
158,Jiþi Anderle,"Czech, born 1936",Czech,male,1936,0,,
159,Gunnar Aagaard Andersen,"Danish, 1919–1982",Danish,male,1919,1982,,
160,Karin Schou Andersen,"Danish, born 1953",Danish,female,1953,0,,
161,Clarence William Anderson,"American, 1891–1971",American,male,1891,1971,,
162,Carl Anderson,"American, 1903–1989",American,male,1903,1989,Q1036742,
163,Dennis Anderson,"American, born 1948",American,male,1948,0,,
164,Jeremy Anderson,"American, 1921–1982",American,male,1921,1982,,
165,James Anderson,"British, 1813–1877",British,male,1813,1877,Q3160907,500001454
166,Jerry Anderson,"American, born 1938",American,male,1938,0,,
167,John S. Anderson,"American, 1928–2021",American,male,1928,2021,,
168,Neil Anderson,"American, born 1933",American,male,1933,0,,
169,Paul L. Anderson,"American, 1880–1956",American,male,1880,1956,Q7152029,500065743
170,Monika Andersson,"Swedish, born 1957",Swedish,female,1957,0,,
172,Joe Andoe,"American, born 1955",American,male,1955,0,,
173,Farnese de Andrade-Neto,"Brazilian, 1926–1996",Brazilian,male,1926,1996,,
174,Carl Andre,"American, 1935–2024",American,male,1935,2024,Q315348,500011651
175,Pat Andrea,"Dutch, born 1942",Dutch,male,1942,0,,
176,A. Andreas,French,French,,0,0,,
177,Henning Andreasen,"Danish, born 1923",Danish,male,1923,0,,
178,Laura Andreson,"American, 1902–1999",American,female,1902,1999,,
179,Mariano Andreù,"Spanish, 1888–1976",Spanish,male,1888,1976,,
180,Benny Andrews,"American, 1930–2006",American,male,1930,2006,Q4889934,500111179
181,Emmy Andriesse,"Dutch, 1914–1953",Dutch,female,1914,1953,Q530883,
182,Claudia Andujar,"Brazilian, born Switzerland 1931",American,female,1931,0,,
183,Manuel Angeles Ortiz,"Spanish, 1896–1984",Spanish,male,1895,1984,Q5994858,
184,Ludwig Angerer,"Austrian, 1827–1879",Austrian,male,1827,1879,,
185,Bruce Angrave,British,British,male,0,0,,
186,Raúl Anguiano,"Mexican, 1915–2006",Mexican,male,1915,2006,Q325503,500061635
188,Sibyl Anikeef,"American, 1896–1996",American,female,1896,1996,,
189,James Craig Annan,"British, 1864–1946",British,male,1864,1946,Q2138560,500016620
190,Thomas Annan,"British, 1829–1887",British,male,1829,1887,Q1926294,500010588
193,David Annesley,"British, born 1936",British,male,1936,0,,
194,Horst Antes,"German, born 1936",German,male,1936,0,Q446519,500010821
195,William Anthony,"American, born 1934",American,male,1934,0,,
196,Stephen Antonakos,"American, born Greece. 1926–2013",American,male,1926,2013,Q15429571,500091275
198,Garo Antreasian,"American, 1922–2018",American,male,1922,2018,,
199,Nemesio Antúnez,"Chilean, 1918–1993",Chilean,male,1918,1993,,
200,Richard Anuszkiewicz,"American, 1930–2020",American,male,1930,2020,Q558505,500025580
201,Aoki Toshio,,,,1854,1912,,
202,Carl Apfelschnitt,"American, born 1948",American,male,1948,0,,
203,Karel Appel,"Dutch, 1921–2006",Dutch,male,1921,2006,Q152793,500030857
204,Leon Appelbaum,American,American,male,0,0,,
205,Ida Applebroog,"American, 1929–2023",American,female,1929,2023,Q1488149,500091955
207,Shusaku Arakawa,"American, born Japan. 1936–2010",American,male,1936,2010,Q478264,500123705
208,Diane Arbus,"American, 1923–1971",American,female,1923,1971,Q234608,500012758
209,Alexander Archipenko,"American, born Ukraine. 1887–1964",American,male,1887,1964,Q157578,500022523
211,Mordecai Ardon,"Israeli, born Poland. 1896–1992",Israeli,male,1896,1992,Q631835,500030956
212,Luis Arenal,"Mexican, 1909–1985",Mexican,male,1909,1985,,
214,Egmont Arens,"American, 1888–1966",American,male,1888,1966,Q1298270,500125347
215,Tamotsu Arikawa,Japanese,Japanese,male,0,0,,
216,Avigdor Arikha,"Romanian, 1929–2010",Romanian,male,1929,2010,,
217,Gonzalo Ariza,"Colombian, 1912–1995",Colombian,male,1912,1995,,
218,Alda Maria Armagni,Argentine,Argentine,female,0,0,,
219,Siah Armajani,"American, born Iran. 1939–2020",American,male,1939,2020,Q325184,500020843
220,Arman,"American, born France. 1928–2005",American,male,1928,2005,Q367973,500003632
221,Armando,"Dutch, born 1929",Dutch,male,1929,0,,
222,F. Armbruster,"French, 1835–1912",French,male,1835,1912,,
224,Kenneth Armitage,"British, 1916–2002",British,male,1916,2002,Q659535,500008896
225,John Taylor Arms,"American, 1887–1953",American,male,1887,1953,Q6260399,500022283
226,John Armstrong,"British, 1893–1973",British,male,1893,1973,Q19325186,500027012
227,François Arnal,"French, 1924–2012",French,male,1924,2012,,
229,Eugène Atget,"French, 1857–1927",French,male,1857,1927,Q322030,500008199
230,John Atherton,"American, 1900–1952",American,male,1900,1952,Q20200670,500011141
231,Anna Atkins,"British, 1799–1871",British,female,1799,1871,,
232,Conrad Atkinson,"British, born 1940",British,male,1940,0,,
233,Lawrence Atkinson,"British, 1873–1931",British,male,1873,1931,Q4072108,500002487
234,Terry Atkinson,"British, born 1939",British,male,1939,0,Q325740,500012421
235,Jean-Michel Atlan,"French, born Algeria. 1913–1960",French,male,1913,1960,Q689646,500055885
236,Dotty Attie,"American, born 1938",American,female,1938,0,Q5299500,500024829
238,Carl Auböck,"Austrian, 1924–1993",Austrian,male,1924,1993,,
239,Charles Aubry,"French, 1811–1877",French,male,1811,1877,,
240,Frank Auerbach,"British, born Germany. 1931–2024",British,male,1931,2024,Q215919,500023601
241,Gae Aulenti,"Italian, 1930–2012",Italian,female,1930,2012,Q8867,
242,Keith James Aulik,"American, 1918–1999",American,male,1918,1999,,
243,George Ault,"American, 1891–1948",American,male,1891,1948,Q2282231,500005655
245,Irving Austin,American,American,male,0,0,,
246,Mario Avati,"Italian, 1921–2009",Italian,male,1921,2009,,
247,Edward Avedisian,"American, 1936–2007",American,male,1936,2007,Q5341650,500004353
248,Richard Avedon,"American, 1923–2004",American,male,1923,2004,Q305497,500013773
249,Frances Avery,"American, born Canada. 1910–2006",American,female,1910,2006,,
250,Milton Avery,"American, 1885–1965",American,male,1885,1965,Q2714574,500002713
251,David Avison,"American, 1937–2004",American,male,1937,2004,,
252,Mordechai Avniel,Israeli,Israeli,male,0,0,,
254,Kiyoshi Awazu,"Japanese, 1929–2009",Japanese,male,1929,2009,,
255,Ay-O,"Japanese, born 1931",Japanese,male,1931,0,Q2874830,500125452
256,Alice Aycock,"American, born 1946",American,female,1946,0,Q523722,500026635
257,Pierre Ayot,"Canadian, 1943–1995",Canadian,male,1943,1995,,
258,Michael Ayrton,"British, 1921–1975",British,male,1921,1975,Q2739689,500018746
259,Luis Cruz Azaceta,"American, born 1942",American,male,1942,0,,
260,Umetaro Azechi,"Japanese, 1902–1999",Japanese,male,1902,1999,Q11578726,500330875
261,Kengiro Azuma,"Japanese, born 1926",Japanese,male,1926,0,Q139095,500192170
262,Johannes Baader,"German, 1875–1955",German,male,1875,1955,Q67897,500072111
263,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),"German, 1892–1927",German,male,1892,1927,Q481655,500108031
264,Kurt W. Baasch,"American, born Venezuela. 1891–1964",American,male,1891,1964,,
265,Alice Baber,"American, 1928–1982",American,female,1928,1982,,
266,Bacard Fils,French,French,male,0,0,,
268,Edmondo Bacci,"Italian, 1913–1978",Italian,male,1913,1978,,
269,Elvira Bach,"German, born 1951",German,female,1951,0,,
270,Olof Backman,"Swedish, born 1899",Swedish,male,1899,0,,
271,Olof Backstrom,"Finnish, 1922–1998",Finnish,male,1922,1998,,
272,Francis Bacon,"British, born Ireland. 1909–1992",British,male,1909,1992,Q154340,500021153
273,Peggy Bacon,"American, 1895–1987",American,female,1895,1987,Q7160630,500024574
275,Karl Baden,"American, born 1952",American,male,1952,0,,
276,Mowry Thatcher Baden,"American, born 1936",American,male,1936,0,,
277,Aquiles Badi,"Argentine, 1894–1976",Argentine,male,1894,1976,,
278,Libero Badii,"Argentine, 1916–2001",Argentine,male,1916,2001,,
279,Frank Badur,"German, born 1944",German,male,1944,0,,
280,Donald Baechler,"American, 1956–2022",American,male,1956,2022,,
281,Jo Baer,"American, 1929–2025",American,female,1929,2025,Q1689871,500009657
282,Martin Baer,"American, 1894–1961",American,male,1894,1961,,
283,Olle Baertling,"Swedish, 1911–1981",Swedish,male,1911,1981,,
284,Myrna Báez,"American, born Puerto Rico 1931",American,female,1931,0,,
285,John Bageris,"American, 1924–2000",American,male,1924,2000,Q6220240,
286,Heinz Bahr,"German, born 1934",German,male,1934,0,,
287,Malcolm Bailey,"American, 1947–2011",American,male,1947,2011,,
288,Oscar Bailey,"American, 1925–2010",American,male,1925,2010,,
289,William Bailey,"American, 1930–2020",American,male,1930,2020,,
290,Larry Bair,"American, 1952–1990",American,male,1952,1990,,
291,Eugenie Baizerman,"American, born Poland. 1899–1949",American,female,1899,1949,,
292,Enrico Baj,"Italian, 1924–2003",Italian,male,1924,2003,Q765758,500030098
294,Carl Baker,American,American,male,0,0,,
296,Mikal Baker,"American, born 1946",American,male,1946,0,,
298,Vagrich Bakhchanyan,"Russian, 1938–2009",Russian,male,1938,2009,,
299,Gerhard H. Bakker,"American, born Germany. 1906–1988",American,male,1906,1988,,
300,Léon Bakst,"Russian, 1866–1924",Russian,male,1866,1924,Q214666,500009524
301,Gerard Baksteen,"Dutch, 1887–1976",Dutch,male,1887,1976,,
302,Amèrico Balán,"Argentine, 1915–1986",Argentine,male,1915,1986,,
303,Jirí Balcar,"Czech, 1929–1968",Czech,male,1929,1968,,
304,John Baldessari,"American, 1931–2020",American,male,1931,2020,Q683378,500098854
305,George Baldessin,"Australian, 1939–1978",Australian,male,1939,1978,,
307,C. Leroy Baldridge,"American, 1889–1975",American,male,1889,1975,,
308,Édouard-Denis Baldus,"French, 1813–1882",French,male,1813,1882,Q71244,500024737
309,Benjamin Baldwin,"American, 1913–1993",American,male,1913,1993,,
310,Joost Baljeu,"Dutch, 1925–1991",Dutch,male,1925,1991,Q12012418,500000507
311,Giacomo Balla,"Italian, 1871–1958",Italian,male,1871,1958,Q368254,500014876
313,R. Maxil Ballinger,"American, 1914–1958",American,male,1914,1958,,
314,Theo H. Ballmer,"Swiss, 1902–1965",Swiss,male,1902,1965,Q2416828,500060722
315,Alexander Bally,"American, born 1938",American,male,1938,0,,
316,John F. Balossi,"American, 1931–2007",American,male,1931,2007,,
317,Balthus (Baltusz Klossowski de Rola),"French, 1908–2001",French,male,1908,2001,Q325925,500021167
318,Lewis Baltz,"American, 1945–2014",American,male,1945,2014,Q353266,500011333
319,Thomas Bamberger,"American, born 1948",American,male,1948,0,,
320,McDonald (Mackey Jeffries) Bane,"American, born 1928",American,female,1928,0,,
321,Colette Bangert,"American, born 1934",American,female,1934,0,,
322,Walter Darby Bannard,"American, 1934–2016",American,male,1934,2016,,
323,John Banting,"British, 1902–1972",British,male,1902,1972,Q6220564,500028747
324,Rudolf Baranik,"American, 1920–1998",American,male,1920,1998,,
325,Vladimir Baranoff-Rossiné,"Ukrainian, 1888–1944",Ukrainian,male,1888,1944,Q573654,500017903
327,Anthony Barboza,"American, born 1944",American,male,1944,0,,
329,Miquel Barcelo,"Spanish, born 1957",Spanish,male,1957,0,Q561930,500003657
330,Peter Bardazzi,"American, born 1943",American,male,1943,0,,
331,Jules-Jean-Antoine Baric,"French, 1825–1905",French,male,1825,1905,,
332,Richard Baringer,"American, 1921–1980",American,male,1921,1980,,
333,George Barker,"Australian, born 1942",Australian,male,1942,0,,
334,Walter William Barker,"American, born Germany. 1921–2004",American,male,1921,2004,,
335,Ernst Barlach,"German, 1870–1938",German,male,1870,1938,Q156890,500013940
336,George N. Barnard,"American, 1819–1902",American,male,1819,1902,Q127916,500115186
337,Cyril H. Barnes,American,American,male,0,0,,
339,Robert Barnes,"American, born 1934",American,male,1934,0,,
342,Will Barnet,"American, 1911–2012",American,male,1911,2012,Q1566998,500010278
343,Tina Barney,"American, born 1945",American,female,1945,0,Q522240,500118716
344,Hannelore Baron,"American, 1926–1987",American,female,1926,1987,,
345,Martin Barooshian,"American, 1929–2022",American,male,1929,2022,,
347,Steve Barraclough,British,British,male,0,0,,
348,Maurice Barraud,"Swiss, 1889–1955",Swiss,male,1889,1955,,
349,Susan Barron,"American, born 1947",American,female,1947,0,,
350,Thomas F. Barrow,"American, 1938–2024",American,male,1938,2024,,
351,David Francis Barry,"American, 1854–1934",American,male,1854,1934,,
352,Robert Barry,"American, born 1936",American,male,1936,0,Q477373,500053936
353,Robert Bart,"American, born Canada 1923",American,male,1923,0,,
354,Frances Barth,"American, born 1946",American,female,1946,0,,
355,Ruodi Barth,"Swiss, 1921–1999",Swiss,male,1921,1999,,
356,"Ralph Bartholomew, Jr.","American, 1907–1985",American,male,1907,1985,,
357,Jennifer Bartlett,"American, 1941–2022",American,female,1941,2022,Q6178106,500021315
358,Robert Bartlett,"British, 1922–1979",British,male,1922,1979,,
359,Carlo Bartoli,"Italian, 1931–2020",Italian,male,1931,2020,,
360,Luigi Bartolini,"Italian, 1892–1963",Italian,male,1892,1963,Q172346,500016350
361,Joseph Bartscherer,"American, born 1954",American,male,1954,0,,
362,Gianfranco Baruchello,"Italian, 1924–2023",Italian,male,1924,2023,Q328719,500022197
363,Héctor Basaldua,"Argentine, 1895–1976",Argentine,male,1895,1976,,
364,Bernard Baschet,"French, 1917–2015",French,male,1917,2015,,
365,François Baschet,"French, 1920–2014",French,male,1920,2014,,
366,Georg Baselitz,"German, born 1938",German,male,1938,0,Q164775,500045683
368,Mati Basis,"Israeli, born 1933",Israeli,male,1933,0,,
369,Leonard Baskin,"American, 1922–2000",American,male,1922,2000,Q2601617,500003136
370,Jean-Michel Basquiat,"American, 1960–1988",American,male,1960,1988,Q155407,500093239
371,Joel Bass,"American, 1943–2019",American,male,1943,2019,,
372,Saul Bass,"American, 1920–1996",American,male,1920,1996,Q536884,500021030
373,Giampiero Bassi,"Italian, born 1926",Italian,,1926,0,,
374,Myriam Bat-Yosef,"German, born 1931",German,female,1931,0,,
375,Georges Bataille,"French, 1897–1962",French,male,1897,1962,Q207359,500093456
377,Josef Bato,"Hungarian, 1888–1966",Hungarian,male,1888,1966,,
378,John Battan,"American, 1943–1976",American,male,1943,1976,,
379,Wall Batterton,"British, born 1932",British,male,1932,0,,
380,Dora M. Batty,"British, 1900–1966",British,female,1900,1966,,
381,Eugen Batz,"German, 1905–1986; at Bauhaus 1929–31",German,male,1905,1986,,
382,"Harry W. Batz, Jr.",American,American,male,0,0,,
383,André Bauchant,"French, 1873–1958",French,male,1873,1958,Q516924,500003676
384,Karl Bauer,"German, 1868–1942",German,male,1868,1942,,
385,Rudolph Bauer,"American, born Poland. 1889–1954",American,male,1889,1954,,
386,Mary Bauermeister,"American, 1934–2023",American,female,1934,2023,Q1426004,500021872
387,Bauhaus,German,German,,0,0,,
388,Marilyn Baum,"American, born 1939",American,female,1939,0,,
390,Hans Theo Baumann,"German, born Switzerland. 1924–2016",German,male,1924,2016,,
391,Otto Baumberger,"Swiss, 1889–1961",Swiss,male,1889,1961,Q121025,
392,Willi Baumeister,"German, 1889–1955",German,male,1889,1955,Q707911,500022627
393,Lothar Baumgarten,"German, 1944–2018",German,male,1944,2018,Q455070,500088417
395,Edward Bawden,"British, 1903–1989",British,male,1903,1989,Q3305396,500027999
396,Glen Baxter,British,British,male,0,0,,
397,Iain Baxter&,"Canadian, born England. 1936",Canadian,male,1936,1936,Q522534,500073717
398,Hippolyte Bayard,"French, 1801–1887",French,male,1801,1887,Q559668,500003577
399,Herbert Bayer,"American, born Austria. 1900–1985",American,male,1900,1985,Q213637,500009369
401,Ed Baynard,"American, born 1940",American,male,1940,0,,
402,Thomas Bayrle,"German, born 1937",German,male,1937,0,,
403,Douglas Baz,"American, born 1943",American,male,1943,0,,
404,Jean Bazaine,"French, 1904–2001",French,male,1904,2001,Q708504,500031929
405,Castera Bazile,"Haitian, 1923–1966",Haitian,male,1923,1966,Q2941413,500075513
406,William Baziotes,"American, 1912–1963",American,male,1912,1963,Q652548,500023351
407,Gifford Beal,"American, 1879–1956",American,male,1879,1956,Q5559916,500019899
408,Jack Beal,"American,1931–2013",American,male,1931,2013,Q14828019,500010820
409,Lester Beall,"American, 1903–1969",American,male,1903,1969,Q6531814,500330273
411,Mark Beard,"American, born 1956",American,male,1956,0,,
412,Romare Bearden,"American, 1911–1988",American,male,1911,1988,Q1291679,500007871
413,Aubrey Beardsley,"British, 1872–1898",British,male,1872,1898,Q272566,500032068
414,Bruce Beasley,"American, born 1939",American,male,1939,0,Q612519,500107573
415,Beath,"British, 1913–1991",British,,1913,1991,,
416,Felice Beato,"Italian, 1825–1903",Italian,male,1825,1903,Q318352,
417,Cecil Beaton,"British, 1904–1980",British,male,1904,1980,Q697096,500001040
418,Leslie Beaton,American,American,female,0,0,,
420,André Beaudin,"French, 1895–1975",French,male,1895,1975,,
421,Alessandro Becchi,"Italian, born 1946",Italian,male,1946,0,,
422,Bernd Becher,"German, 1931–2007",German,male,1931,2007,Q16947617,500027822
423,Thelma Becherer,"American, 1916–2008",American,female,1916,2008,,
424,Robert Bechtle,"American, 1932–2020",American,male,1932,2020,Q328645,500016607
425,Gustav K. Beck,"Austrian, 1902–1983",Austrian,male,1902,1983,,
426,A. Becker,German,German,,0,0,,
427,Fred Becker,"American, 1913–2004",American,male,1913,2004,,
428,Bill Beckley,"American, 1946–2024",American,male,1946,2024,Q4908082,500001551
429,Max Beckmann,"German, 1884–1950",German,male,1884,1950,Q164683,500024106
430,Francis Bedford,"British, 1816–1894",British,male,1816,1894,Q3504712,500023245
431,René Beeh,"German, 1886–1922",German,male,1886,1922,,
432,Jan Bontjes van Beek,"German, 1899–1969",German,male,1899,1969,,
433,Chris Hendrik Beekman,"Dutch, 1887–1964",Dutch,male,1887,1964,,
434,Max Beerbohm,"British, 1872–1956",British,male,1872,1956,Q472071,500017622
436,Hedda Beese,"German, born 1944",German,female,1944,0,,
